"Libellé";"idBank";"Dernière mise à jour";"Période";"1949";"1950";"1951";"1952";"1953";"1954";"1955";"1956";"1957";"1958";"1959";"1960";"1961";"1962";"1963";"1964";"1965";"1966";"1967";"1968";"1969";"1970";"1971";"1972";"1973";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025"
"Indice annuel des prix agricoles à la production (IPPAP) - Pomme Golden";"010776543";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"66.3";"89.1";"73.9";"40.1";"56.4";"53.7";"54.8";"52.7";"49.3";"59.7";"48.6";"54.1";"68.1";"60.7";"71.5";"67.7";"71.4";"76.6";"78.1";"67.2";"80.7";"77.9";"89.9";"109.2";"75.7";"84.5";"81.4";"84.1";"106.2";"93.8";"100.0";"113.7";"102.9";"124.6";"125.5";"117.3"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Pomme, autres variétés";"010776544";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"69.3";"95.8";"58.8";"41.4";"55.1";"52.4";"57.6";"54.3";"58.3";"54.0";"51.6";"62.1";"68.3";"70.0";"73.1";"62.6";"66.7";"68.2";"71.2";"61.9";"74.6";"75.7";"87.5";"95.2";"75.3";"79.4";"83.6";"91.4";"99.6";"93.1";"100.0";"106.2";"99.8";"112.1";"114.4";"112.4"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Prune";"010776545";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18.0";"8.3";"17.6";"15.8";"18.6";"52.1";"16.3";"39.5";"35.6";"27.9";"34.1";"28.3";"35.2";"40.1";"36.5";"45.6";"55.8";"46.3";"42.5";"52.3";"67.4";"115.7";"38.5";"61.8";"57.9";"58.9";"46.0";"56.1";"79.0";"67.6";"66.6";"68.4";"60.7";"83.7";"83.1";"56.8";"67.7";"60.0";"109.7";"60.5";"55.5";"58.4";"66.7";"79.7";"63.8";"73.6";"83.8";"79.1";"100.2";"84.2";"100.0";"134.6";"152.9";"94.9";"121.0";"118.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Raisin";"010776546";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6.4";"8.3";"9.4";"9.0";"10.6";"13.4";"11.4";"18.3";"22.2";"14.6";"22.7";"25.4";"25.0";"28.6";"29.5";"28.2";"30.3";"31.7";"34.9";"37.7";"39.7";"59.4";"31.2";"36.4";"52.0";"44.6";"40.4";"61.4";"53.3";"49.4";"55.8";"56.8";"64.8";"68.4";"64.2";"55.7";"57.5";"63.8";"71.8";"65.5";"66.3";"78.5";"76.8";"85.1";"86.5";"89.7";"90.2";"102.6";"92.2";"88.6";"100.0";"130.6";"101.9";"109.9";"116.2";"109.8"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Légumes frais";"010776547";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13.8";"15.2";"16.4";"18.1";"23.8";"23.9";"28.2";"33.1";"31.0";"34.8";"34.9";"43.2";"43.9";"53.0";"55.5";"64.8";"56.7";"64.3";"54.5";"54.2";"58.9";"65.4";"54.6";"58.0";"56.9";"58.2";"63.6";"62.4";"60.7";"62.1";"62.4";"70.7";"68.7";"75.1";"62.1";"70.1";"77.5";"78.5";"76.5";"70.9";"84.3";"73.4";"81.3";"82.3";"75.1";"79.1";"85.5";"81.0";"87.6";"94.0";"100.0";"102.0";"109.8";"123.7";"124.2";"117.5"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Ail";"010776548";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11.9";"17.1";"19.3";"18.2";"20.3";"14.1";"25.9";"33.9";"24.6";"22.1";"32.0";"59.0";"73.3";"32.9";"30.6";"56.4";"79.8";"36.4";"37.2";"61.5";"58.0";"52.8";"39.1";"47.2";"43.3";"43.0";"50.4";"54.5";"49.0";"38.3";"42.5";"60.5";"58.8";"54.5";"47.5";"";"";"";"";"";"104.3";"82.2";"64.2";"51.7";"64.9";"84.3";"98.8";"69.6";"91.7";"92.3";"100.0";"129.6";"140.3";"137.7";"161.4";"174.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"O";"O";"O";"O";"O";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Artichaut";"010776549";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7.8";"10.0";"8.8";"10.9";"11.9";"22.3";"26.8";"21.2";"29.3";"27.4";"22.0";"25.1";"31.6";"49.3";"42.7";"89.3";"68.4";"169.8";"43.0";"43.9";"53.8";"50.2";"51.9";"77.6";"65.1";"66.5";"56.4";"56.8";"52.6";"57.5";"66.1";"71.3";"59.5";"90.1";"71.0";"65.4";"77.1";"74.8";"68.2";"64.5";"71.7";"76.9";"81.4";"91.1";"87.2";"72.1";"80.2";"109.4";"122.4";"66.3";"100.0";"99.5";"103.6";"118.4";"97.4";"93.5"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Asperge";"010776550";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.7";"7.7";"11.4";"14.0";"17.0";"17.8";"18.5";"24.5";"28.7";"29.8";"32.4";"29.3";"32.7";"40.6";"45.4";"41.8";"41.3";"45.0";"47.5";"40.1";"47.8";"53.6";"42.0";"44.1";"47.4";"57.1";"62.1";"58.2";"58.5";"54.9";"64.4";"69.2";"64.7";"68.2";"72.9";"70.4";"76.5";"79.6";"75.3";"71.8";"93.7";"74.9";"94.2";"105.2";"92.7";"103.1";"109.4";"82.4";"93.4";"91.1";"100.0";"114.8";"107.8";"112.1";"124.8";"124.4"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Aubergine";"010776551";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27.0";"26.0";"28.2";"24.2";"39.3";"31.1";"54.7";"63.5";"57.9";"40.8";"38.7";"41.2";"44.1";"48.0";"81.1";"43.6";"55.2";"65.0";"57.3";"58.8";"72.7";"71.5";"83.1";"58.0";"67.5";"69.6";"62.0";"67.2";"69.5";"66.3";"85.1";"71.2";"83.0";"77.1";"69.0";"70.5";"79.0";"88.5";"59.6";"56.0";"81.3";"80.4";"76.5";"85.0";"83.1";"89.6";"89.3";"97.0";"86.2";"98.1";"100.0";"91.5";"111.5";"112.0";"111.6";"116.3"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Bette";"010776552";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"121.6";"127.5";"133.4";"134.6";"144.9";"100.0";"105.3";"105.9";"111.6";"123.7";"122.4"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Betterave rouge";"010776553";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14.5";"23.0";"21.7";"26.5";"32.5";"28.6";"25.4";"22.8";"30.2";"28.9";"30.6";"30.0";"28.3";"33.0";"38.4";"37.8";"39.2";"38.7";"44.7";"47.4";"48.5";"56.1";"66.4";"70.1";"77.4";"79.1";"84.5";"94.4";"104.2";"103.3";"102.8";"108.7";"110.5";"105.4";"105.1";"103.5";"112.1";"105.8";"100.6";"100.5";"100.0";"107.3";"111.1";"125.1";"142.1";"135.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Carotte";"010776554";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.9";"13.4";"12.2";"14.7";"18.7";"21.8";"19.1";"35.4";"18.9";"21.1";"27.2";"36.2";"30.4";"44.3";"37.8";"44.1";"39.6";"39.7";"40.7";"35.1";"42.8";"45.5";"32.5";"42.8";"37.9";"37.8";"47.4";"35.6";"41.4";"47.2";"38.6";"53.7";"42.0";"50.1";"40.3";"48.5";"53.9";"55.2";"58.0";"55.7";"57.9";"59.5";"73.1";"72.9";"63.0";"70.2";"65.5";"60.5";"101.8";"95.1";"100.0";"88.4";"97.8";"136.7";"135.4";"111.8"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Céleri rave";"010776555";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11.7";"11.9";"13.8";"15.4";"16.4";"16.1";"23.1";"23.6";"20.8";"22.8";"22.3";"37.4";"31.8";"34.3";"45.5";"51.9";"35.8";"29.0";"35.6";"44.9";"40.9";"43.1";"37.6";"39.2";"45.3";"50.1";"41.3";"37.7";"43.5";"45.1";"42.4";"42.7";"43.1";"54.0";"43.8";"45.7";"55.6";"56.6";"53.3";"55.3";"84.9";"85.2";"76.2";"80.8";"83.2";"86.9";"94.0";"88.4";"81.3";"103.7";"100.0";"92.9";"100.5";"134.4";"134.2";"121.5"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Champignon";"010776556";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"78.0";"78.6";"79.2";"80.1";"80.2";"81.7";"92.5";"84.8";"83.9";"93.4";"100.0";"108.1";"119.2";"129.8";"138.3";"135.4"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Chou";"010776557";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"100.0";"102.2";"98.9";"157.1";"126.4";"110.6"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Chou Brocoli";"010776558";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"95.7";"89.3";"79.6";"93.0";"110.9";"100.0";"98.2";"114.8";"129.7";"107.0";"119.5"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Chou-fleur";"010776559";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13.8";"10.9";"15.4";"19.0";"20.1";"28.2";"23.7";"43.4";"31.8";"49.4";"36.4";"45.1";"44.4";"46.5";"51.6";"84.5";"52.8";"78.3";"45.8";"51.0";"48.6";"68.4";"40.4";"59.8";"46.6";"57.0";"50.8";"47.9";"37.9";"49.5";"46.1";"57.3";"55.6";"63.2";"43.5";"69.8";"69.0";"58.8";"56.3";"61.8";"80.6";"63.2";"64.5";"88.6";"68.7";"62.6";"112.6";"66.0";"76.2";"78.2";"100.0";"106.0";"84.2";"170.1";"123.6";"106.1"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Chou pommé";"010776560";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.2";"12.2";"8.6";"12.7";"23.9";"13.7";"12.1";"26.1";"18.0";"22.4";"12.7";"21.2";"18.3";"23.1";"22.2";"32.8";"29.1";"31.5";"28.9";"32.6";"34.5";"40.6";"31.4";"36.9";"30.4";"36.8";"37.7";"39.9";"34.1";"35.4";"34.4";"39.2";"43.7";"57.8";"34.2";"44.7";"57.5";"49.2";"48.2";"56.4";"72.1";"62.0";"65.9";"81.3";"65.8";"89.9";"85.5";"83.1";"93.4";"102.8";"100.0";"96.7";"120.3";"146.6";"145.1";"114.4"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Concombre";"010776561";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10.3";"14.0";"12.4";"13.4";"16.0";"21.1";"23.2";"19.9";"22.4";"25.3";"32.1";"34.8";"37.1";"40.3";"43.4";"42.7";"43.5";"45.5";"41.9";"44.7";"53.5";"52.2";"46.8";"48.4";"49.8";"54.4";"48.0";"55.6";"52.9";"47.4";"61.7";"56.7";"53.6";"67.4";"58.6";"61.8";"62.9";"61.8";"63.7";"63.8";"74.8";"61.7";"71.1";"78.8";"68.6";"78.5";"80.1";"73.9";"93.1";"92.2";"100.0";"92.4";"121.3";"101.4";"121.5";"117.8"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Courgette";"010776562";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11.6";"10.6";"18.1";"11.7";"30.4";"19.2";"20.7";"30.7";"33.6";"19.5";"34.3";"35.5";"39.7";"53.5";"56.7";"35.8";"55.0";"74.1";"65.1";"57.3";"61.3";"66.3";"61.9";"53.1";"68.9";"59.6";"64.9";"49.2";"80.8";"59.8";"72.1";"77.4";"69.1";"69.9";"86.8";"80.5";"73.9";"94.4";"80.1";"67.9";"81.5";"76.2";"71.2";"82.3";"79.4";"79.7";"80.3";"87.8";"80.4";"88.6";"100.0";"91.7";"127.8";"110.0";"118.2";"108.7"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Echalote";"010776563";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21.1";"15.8";"45.9";"63.3";"25.2";"26.0";"95.2";"50.9";"33.7";"43.3";"35.7";"64.3";"103.4";"41.6";"54.7";"47.0";"31.6";"48.6";"101.8";"97.1";"40.0";"95.3";"76.8";"50.2";"63.9";"47.4";"71.9";"100.7";"168.5";"42.2";"49.5";"102.5";"84.0";"85.9";"30.4";"38.3";"75.8";"61.4";"59.6";"134.1";"100.0";"187.5";"101.3";"82.9";"99.7";"124.9"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Endive";"010776564";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12.8";"14.1";"14.3";"21.1";"23.3";"29.6";"40.4";"44.1";"41.7";"40.6";"40.8";"58.4";"55.1";"64.8";"76.9";"79.2";"46.3";"54.8";"55.6";"57.2";"56.8";"51.8";"39.4";"46.8";"39.4";"42.1";"54.4";"48.4";"47.6";"62.8";"44.9";"53.1";"50.5";"35.7";"39.9";"36.6";"45.9";"43.2";"40.6";"44.1";"53.7";"45.1";"54.6";"47.4";"48.7";"57.5";"59.1";"63.4";"70.3";"76.0";"100.0";"68.9";"80.2";"109.8";"133.4";"93.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Epinard";"010776565";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"84.6";"85.1";"78.2";"87.2";"93.6";"100.0";"91.0";"95.5";"104.9";"112.3";"100.0"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Haricot à écosser";"010776566";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8.0";"8.4";"13.8";"10.3";"15.1";"25.7";"39.5";"16.9";"15.0";"19.0";"25.5";"28.8";"23.6";"40.4";"53.4";"36.9";"27.3";"39.8";"44.5";"56.4";"58.2";"57.3";"40.9";"52.4";"41.1";"47.6";"69.4";"61.2";"64.7";"43.0";"61.6";"60.8";"71.0";"88.7";"81.2";"70.7";"74.1";"105.1";"93.0";"68.5";"71.0";"101.5";"109.2";"106.7";"73.1";"77.3";"85.4";"94.1";"102.2";"99.5";"100.0";"102.5";"102.8";"105.7";"107.4";"128.2"
"Codes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A";"A"
"Indice annuel des prix agricoles à la production (IPPAP) - Melon";"010776567";"31/07/2026 12:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19.9";"23.4";"30.3";"22.5";"34.0";"32.3";"29.1";"46.8";"54.7";"36.5";"61.8";"51.8";"50.1";"73.1";"89.5";"77.0";"71.3";"80.3";"75.6";"72.0";"73.8";"82.0";"86.1";"68.2";"69.8";"75.0";"69.9";"94.7";"67.0";"74.4";"80.5";"86.2";"94.4";"102.5";"81.6";"81.7";"88.8";"104.9";"93.4";"83.9";"79.3";"93.9";"80.3";"90.7";"81.8";"70.6";"80.9";"73.3";"79.8";"83.6";"100.0";"94.8";"105.7";"94.5";"93.2";"89.5"
